esp,S0004-05922012000100005,10.4321/S0004-05922012000100005,2019-07-27
esp,S0465-546X2015000200003,10.4321/S0465-546X2015000200003,2019-07-27
esp,S0004-05922011000300028,10.4321/S0004-05922011000300028,2019-07-27
esp,S1130-01082008001000011,,2019-07-27
esp,S1130-01082009001000003,,2019-07-27
scl,S2179-80872019000200129,10.1590/2179-8087.065117,2019-07-22
scl,S0104-42302019000600880,10.1590/1806-9282.65.6.880,2019-07-22
scl,S2179-80872019000200128,10.1590/2179-8087.065717,2019-07-22
scl,S0104-42302019000600931,10.1590/1806-9282.65.6.931,2019-07-22
scl,S2179-80872019000200126,10.1590/2179-8087.030417,2019-07-22
scl,S0104-42302019000600930,10.1590/1806-9282.65.6.930,2019-07-22
scl,S2179-80872019000200127,10.1590/2179-8087.060217,2019-07-22
scl,S0104-42302019000600902,10.1590/1806-9282.65.6.902,2019-07-22
scl,S1980-65742019000200401,10.1590/S1980-6574201900020003,2019-07-22
scl,S0104-42302019000600845,10.1590/1806-9282.65.6.845,2019-07-22
scl,S0104-42302019000600851,10.1590/1806-9282.65.6.851,2019-07-22
scl,S0104-42302019000600834,10.1590/1806-9282.65.6.834,2019-07-22
scl,S0104-42302019000600771,10.1590/1806-9282.65.6.771,2019-07-22
scl,S0104-42302019000600796,10.1590/1806-9282.65.6.796,2019-07-22
scl,S0104-42302019000600744,10.1590/1806-9282.65.6.744,2019-07-22
scl,S0104-42302019000600893,10.1590/1806-9282.65.6.893,2019-07-22
scl,S0104-42302019000600922,10.1590/1806-9282.65.6.922,2019-07-22
scl,S0104-42302019000600818,10.1590/1806-9282.65.6.818,2019-07-22
scl,S0104-42302019000600775,10.1590/1806-9282.65.6.775,2019-07-22
scl,S0104-42302019000600857,10.1590/1806-9282.65.6.857,2019-07-22
scl,S0104-42302019000600825,10.1590/1806-9282.65.6.825,2019-07-22
scl,S0104-42302019000600740,10.1590/1806-9282.65.6.740,2019-07-22
scl,S0104-42302019000600755,10.1590/1806-9282.65.6.755,2019-07-22
scl,S0104-42302019000600914,10.1590/1806-9282.65.6.914,2019-07-22
scl,S0104-42302019000600886,10.1590/1806-9282.65.6.886,2019-07-22
scl,S0104-42302019000600870,10.1590/1806-9282.65.6.870,2019-07-22
scl,S0104-42302019000600801,10.1590/1806-9282.65.6.801,2019-07-22
scl,S0104-42302019000600779,10.1590/1806-9282.65.6.779,2019-07-22
scl,S0104-42302019000600745,10.1590/1806-9282.65.6.745,2019-07-22
scl,S0104-42302019000600839,10.1590/1806-9282.65.6.839,2019-07-22
scl,S0104-42302019000600772,10.1590/1806-9282.65.6.772,2019-07-22
scl,S0104-42302019000600742,10.1590/1806-9282.65.6.742,2019-07-22
scl,S0104-42302019000600761,10.1590/1806-9282.65.6.761,2019-07-22
scl,S0104-42302019000600767,10.1590/1806-9282.65.6.767,2019-07-22
scl,S0104-42302019000600810,10.1590/1806-9282.65.6.810,2019-07-22
scl,S0104-42302019000600909,10.1590/1806-9282.65.6.909,2019-07-22
scl,S0104-42302019000600864,10.1590/1806-9282.65.6.864,2019-07-22
scl,S0104-42302019000600786,10.1590/1806-9282.65.6.786,2019-07-22
scl,S0104-42302019000600830,10.1590/1806-9282.65.6.830,2019-07-22
scl,S0104-42302019000600923,10.1590/1806-9282.65.6.923,2019-07-22
scl,S0104-42302019000600791,10.1590/1806-9282.65.6.791,2019-07-22
scl,S1679-62252019000200215,10.1590/1982-0224-20190013,2019-07-23
scl,S0104-59702019000200701,10.1590/S0104-59702019000200021,2019-07-23
scl,S1679-62252019000200219,10.1590/1982-0224-20180131,2019-07-23
scl,S0104-59702019000200649,10.1590/S0104-59702019000200016,2019-07-23
scl,S1679-62252019000200212,10.1590/1982-0224-20180121,2019-07-23
scl,S0104-59702019000200643,10.1590/S0104-59702019000200015,2019-07-23
scl,S1679-62252019000200216,10.1590/1982-0224-20190015,2019-07-23
scl,S0104-59702019000200623,10.1590/S0104-59702019000200014,2019-07-23
scl,S1679-62252019000200210,10.1590/1982-0224-20180072,2019-07-23
scl,S0104-59702019000200519,10.1590/S0104-59702019000200009,2019-07-23
scl,S1679-62252019000200214,10.1590/1982-0224-20190010,2019-07-23
scl,S0104-59702019000200673,10.1590/S0104-59702019000200018,2019-07-23
scl,S1679-62252019000200217,10.1590/1982-0224-20190021,2019-07-23
scl,S0104-59702019000200704,10.1590/S0104-59702019000200022,2019-07-23
scl,S1679-62252019000200213,10.1590/1982-0224-20180160,2019-07-23
scl,S0104-59702019000200483,10.1590/S0104-59702019000200007,2019-07-23
scl,S1679-62252019000200209,10.1590/1982-0224-20170042,2019-07-23
scl,S0104-59702019000200658,10.1590/S0104-59702019000200017,2019-07-23
scl,S1679-62252019000200218,10.1590/1982-0224-20190022,2019-07-23
scl,S0104-59702019000200707,10.1590/S0104-59702019000200023,2019-07-23
scl,S1679-62252019000200211,10.1590/1982-0224-20180108,2019-07-23
scl,S0104-59702019000200573,10.1590/S0104-59702019000200012,2019-07-23
scl,S2523-31062019000100204,10.1186/S42358-019-0050-3,2019-07-23
scl,S0104-59702019000200594,10.1590/S0104-59702019000200013,2019-07-23
scl,S2523-31062018000100215,10.1186/S42358-018-0022-Z,2019-07-23
scl,S0104-59702019000200537,10.1590/S0104-59702019000200010,2019-07-23
scl,S2523-31062018000100222,10.1186/S42358-018-0032-X,2019-07-23
scl,S0104-59702019000200427,10.1590/S0104-59702019000200004,2019-07-23
scl,S2523-31062018000100229,10.1186/S42358-018-0040-X,2019-07-23
scl,S0104-59702019000200698,10.1590/S0104-59702019000200020,2019-07-23
scl,S2523-31062018000100401,10.1186/S42358-018-0013-0,2019-07-23
scl,S0104-59702019000200445,10.1590/S0104-59702019000200005,2019-07-23
scl,S2523-31062019000100206,10.1186/S42358-019-0054-Z,2019-07-23
scl,S0104-59702019000200465,10.1590/S0104-59702019000200006,2019-07-23
scl,S2523-31062018000100211,10.1186/S42358-018-0014-Z,2019-07-23
scl,S0104-59702019000200695,10.1590/S0104-59702019000200019,2019-07-23
scl,S2523-31062019000100207,10.1186/S42358-019-0053-0,2019-07-23
scl,S0104-59702019000200407,10.1590/S0104-59702019000200003,2019-07-23
scl,S2523-31062018000100404,10.1186/S42358-018-0033-9,2019-07-23
scl,S0104-59702019000200375,10.1590/S0104-59702019000200001,2019-07-23
scl,S2523-31062018000100209,10.1186/S42358-018-0015-Y,2019-07-23
scl,S0104-59702019000200385,10.1590/S0104-59702019000200002,2019-07-23
scl,S1414-81452019000300214,10.1590/2177-9465-EAN-2018-0349,2019-07-23
scl,S0104-59702019000200556,10.1590/S0104-59702019000200011,2019-07-23
scl,S2523-31062018000100403,10.1186/S42358-018-0026-8,2019-07-23
scl,S0104-59702019000200501,10.1590/S0104-59702019000200008,2019-07-23
scl,S2523-31062018000100300,10.1186/S42358-018-0005-0,2019-07-23
scl,S0104-07072019000100351,10.1590/1980-265X-TCE-2018-0140,2019-07-23
scl,S1806-37132019000401001,10.1590/1806-3713/E20180401,2019-07-23
