arg,S0025-76802019000400001,,2019-06-11
arg,S1851-300X2018000400036,,2019-06-11
arg,S1851-300X2018000400067,,2019-06-11
arg,S1851-300X2018000400008,,2019-06-11
arg,S1851-300X2018000400078,,2019-06-11
arg,S1851-300X2018000400072,,2019-06-11
arg,S1851-300X2018000400043,,2019-06-11
arg,S1851-300X2018000400023,,2019-06-11
arg,S1851-300X2018000400059,,2019-06-11
arg,S1851-300X2018000400001,,2019-06-11
arg,S1851-300X2018000400051,,2019-06-11
arg,S1851-300X2018000400031,,2019-06-11
arg,S1667-89902018000400013,,2019-06-11
arg,S1667-89902018000400015,,2019-06-11
arg,S1667-89902018000400014,,2019-06-11
arg,S1667-89902018000400007,,2019-06-11
arg,S1852-73372018000400008,,2019-06-11
arg,S1667-89902018000400011,,2019-06-11
arg,S1667-89902018000400002,10.21840/SIIC/158245,2019-06-11
arg,S1667-89902018000400006,,2019-06-11
arg,S1667-89902018000400016,,2019-06-11
arg,S1852-73372018000400007,,2019-06-11
arg,S1667-89902018000400010,,2019-06-11
arg,S1852-73372018000400003,,2019-06-11
arg,S1667-89902018000400004,,2019-06-11
arg,S1667-89902018000400005,,2019-06-11
arg,S1667-89902018000400012,,2019-06-11
arg,S1852-73372018000400009,,2019-06-11
arg,S1667-89902018000400001,10.21840/SIIC/159135,2019-06-11
arg,S1852-73372018000400004,,2019-06-11
arg,S1852-73372018000400005,,2019-06-11
arg,S1852-73372018000400001,,2019-06-11
arg,S1852-73372018000400006,,2019-06-11
arg,S1667-89902018000400009,,2019-06-11
arg,S1852-73372018000400002,,2019-06-11
arg,S1667-89902018000400008,,2019-06-11
arg,S1667-89902018000400003,10.21840/SIIC/157370,2019-06-11
arg,S1851-300X2018000200004,,2019-06-12
arg,S1851-300X2018000200009,,2019-06-12
arg,S1851-300X2018000200002,,2019-06-12
arg,S1851-300X2018000200010,,2019-06-12
arg,S1851-300X2018000200005,,2019-06-12
arg,S1851-300X2018000200008,,2019-06-12
arg,S1851-300X2018000200001,,2019-06-12
arg,S1851-300X2018000200003,,2019-06-12
arg,S1851-300X2018000200006,,2019-06-12
arg,S1851-300X2018000200007,,2019-06-12
arg,S1851-300X2018000200011,,2019-06-12
arg,S1850-11682019000100003,,2019-06-12
arg,S1850-11682019000100002,,2019-06-12
arg,S1850-11682019000100004,,2019-06-12
arg,S1850-11682019000100001,,2019-06-12
arg,S1852-04992018000200255,,2019-06-13
arg,S1852-48262019000100011,,2019-06-13
arg,S1852-04992018000200261,,2019-06-13
arg,S1852-04992018000200281,,2019-06-13
arg,S1852-04992018000200313,,2019-06-13
arg,S1852-48262019000100009,,2019-06-13
arg,S1852-48262019000100012,,2019-06-13
arg,S1852-04992018000200204,,2019-06-13
arg,S1852-04992018000200240,,2019-06-13
arg,S1852-48262019000100001,,2019-06-13
arg,S1852-48262019000100007,,2019-06-13
arg,S1852-48262019000100002,,2019-06-13
arg,S1852-48262019000100006,,2019-06-13
arg,S1852-04992018000200274,,2019-06-13
arg,S1852-48262019000100010,,2019-06-13
arg,S1852-48262019000100004,,2019-06-13
arg,S1852-04992018000200268,,2019-06-13
arg,S1852-04992018000200316,,2019-06-13
arg,S1852-48262019000100005,,2019-06-13
arg,S1852-48262019000100003,,2019-06-13
arg,S1852-04992018000200321,,2019-06-13
arg,S1852-04992018000200287,,2019-06-13
arg,S1852-04992018000200293,,2019-06-13
arg,S1852-48262019000100013,,2019-06-13
arg,S1852-04992018000200249,,2019-06-13
arg,S1852-48262019000100008,,2019-06-13
arg,S1852-04992018000200308,,2019-06-13
arg,S1852-04992018000200236,,2019-06-13
arg,S1852-04992018000200303,,2019-06-13
arg,S2313-92772018000100004,,2019-06-14
arg,S2313-92772018000100008,,2019-06-14
arg,S2313-92772018000100010,,2019-06-14
arg,S1853-43922012000100001,,2019-06-14
arg,S2313-92772018000100002,,2019-06-14
arg,S2313-92772018000100006,,2019-06-14
arg,S1853-43922012000100004,,2019-06-14
arg,S2313-92772018000100007,,2019-06-14
arg,S2313-92772018000100009,,2019-06-14
arg,S1853-43922012000100005,,2019-06-14
arg,S2313-92772018000100001,,2019-06-14
arg,S1853-43922012000100003,,2019-06-14
arg,S2313-92772018000100003,,2019-06-14
arg,S1853-43922012000100006,,2019-06-14
arg,S1853-43922012000100002,,2019-06-14
arg,S2313-92772018000100005,,2019-06-14
arg,S2362-55892017000100008,,2019-06-18
arg,S2362-55892017000100003,,2019-06-18
arg,S2362-55892017000100001,,2019-06-18
arg,S2362-55892017000100007,,2019-06-18
arg,S2362-55892017000100006,,2019-06-18
arg,S2362-55892017000100004,,2019-06-18
arg,S2362-55892017000100005,,2019-06-18
arg,S2362-55892017000100002,,2019-06-18
