prt,S2182-30302019000100013,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ART02,2019-07-29
prt,S2182-30302019000100016,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ART05,2019-07-29
prt,S2182-30302019000100002,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.EDIT-DOSS,2019-07-29
prt,S2182-30302019000100015,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ART04,2019-07-29
prt,S2182-30302019000100005,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ENS03,2019-07-29
prt,S2182-30302019000100017,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.REV01,2019-07-29
prt,S2182-30302019000100003,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ENS01,2019-07-29
prt,S2182-30302019000100006,10.15847/CITIESCOMMUNITIESTERRITORIES.JUN2019.038.ENS04,2019-07-29
prt,S0871-97212019000200007,,2019-08-01
prt,S2341-45452019000200017,10.1159/000488603,2019-08-01
prt,S0871-97212019000200008,10.32932/RPIA.2019.07.015,2019-08-01
prt,S2341-45452019000200004,10.1159/000487820,2019-08-01
prt,S0871-97212019000200004,,2019-08-01
prt,S2341-45452019000200007,10.1159/000488506,2019-08-01
prt,S0871-97212019000200002,10.32932/RPIA.2019.03.009,2019-08-01
prt,S2341-45452019000200014,10.1159/000487819,2019-08-01
prt,S0871-97212019000200005,10.32932/RPIA.2019.07.013,2019-08-01
prt,S2341-45452019000200001,10.1159/000489640,2019-08-01
prt,S0871-97212019000200001,10.32932/RPIA.2019.03.008,2019-08-01
prt,S2341-45452019000200015,10.1159/000488604,2019-08-01
prt,S0871-97212019000200003,10.32932/RPIA.2019.07.010,2019-08-01
prt,S2341-45452019000200008,10.1159/000489721,2019-08-01
prt,S0871-97212019000200006,10.32932/RPIA.2019.07.012,2019-08-01
prt,S2341-45452019000200005,10.1159/000488505,2019-08-01
prt,S2341-45452019000200009,10.1159/000489409,2019-08-01
prt,S2341-45452019000200018,10.1159/000488507,2019-08-01
prt,S2341-45452019000200013,10.1159/000489722,2019-08-01
prt,S2341-45452019000200010,10.1159/000487447,2019-08-01
prt,S2341-45452019000200011,10.1159/000487550,2019-08-01
prt,S2341-45452019000200003,10.1159/000487963,2019-08-01
prt,S2341-45452019000200016,10.1159/000488741,2019-08-01
prt,S2341-45452019000200002,10.1159/000490923,2019-08-01
prt,S2341-45452019000200012,10.1159/000487962,2019-08-01
prt,S2341-45452019000200006,10.1159/000488508,2019-08-01
scl,S0037-86822018000500638,10.1590/0037-8682-0015-2018,2019-07-29
scl,S0101-28002019000100142,10.1590/2175-8239-JBN-2018-0013,2019-07-29
scl,S1678-69712016000500166,10.1590/1678-69712016/ADMINISTRACAO.V17N5P166-187,2019-07-29
scl,S0037-86822018000500660,10.1590/0037-8682-0067-2018,2019-07-29
scl,S0101-28002019000100152,10.1590/2175-8239-JBN-2018-0056,2019-07-29
scl,S1678-69712016000500012,10.1590/1678-69712016/ADMINISTRACAO.V17N5P12-14,2019-07-29
scl,S0037-86822018000500610,10.1590/0037-8682-0174-2017,2019-07-29
scl,S0101-28002019000100103,10.1590/2175-8239-JBN-2018-0033,2019-07-29
scl,S1678-69712016000500188,10.1590/1678-69712016/ADMINISTRACAO.V17N5P188-215,2019-07-29
scl,S0037-86822018000500676,10.1590/0037-8682-0362-2017,2019-07-29
scl,S0101-28002019000100012,10.1590/2175-8239-JBN-2018-0231,2019-07-29
scl,S1678-69712016000500085,10.1590/1678-69712016/ADMINISTRACAO.V17N5P85-109,2019-07-29
scl,S0037-86822018000500570,10.1590/0037-8682-0184-2018,2019-07-29
scl,S0101-28002019000100038,10.1590/2175-8239-JBN-2017-0021,2019-07-29
scl,S1678-69712016000500138,10.1590/1678-69712016/ADMINISTRACAO.V17N5P138-165,2019-07-29
scl,S0037-86822018000500578,10.1590/0037-8682-0430-2017,2019-07-29
scl,S0101-28002019000100157,10.1590/2175-8239-JBN-2018-0063ER,2019-07-29
scl,S1678-69712016000500036,10.1590/1678-69712016/ADMINISTRACAO.V17N5P36-60,2019-07-29
scl,S0037-86822018000500569,10.1590/0037-8682-0379-2018,2019-07-29
scl,S0101-28002019000100095,10.1590/2175-8239-JBN-2018-0028,2019-07-29
scl,S1678-69712016000500015,10.1590/1678-69712016/ADMINISTRACAO.V17N5P15-35,2019-07-29
scl,S0037-86822018000500722,10.1590/0037-8682-0379-2017,2019-07-29
scl,S0101-28002019000100159,10.1590/2175-8239-JBN-2018-00030003ER,2019-07-29
scl,S1678-69712016000500110,10.1590/1678-69712016/ADMINISTRACAO.V17N5P110-137,2019-07-29
scl,S0037-86822018000500689,10.1590/0037-8682-0334-2017,2019-07-29
scl,S0101-28002019000100089,10.1590/2175-8239-JBN-2018-0080,2019-07-29
scl,S1678-69712016000500061,10.1590/1678-69712016/ADMINISTRACAO.V17N5P61-84,2019-07-29
scl,S0037-86822018000500622,10.1590/0037-8682-0047-2018,2019-07-29
scl,S0101-28002019000100001,10.1590/2175-8239-JBN-2018-0224,2019-07-29
scl,S2238-00942019000100510,10.4025/RBHE.V19.2019.E069,2019-07-29
scl,S0037-86822018000500631,10.1590/0037-8682-0082-2018,2019-07-29
scl,S0101-28002019000100145,10.1590/2175-8239-JBN-2018-0054,2019-07-29
scl,S1806-37132019000401001,10.1590/1806-3713/E20180401,2019-07-29
scl,S0037-86822018000500665,10.1590/0037-8682-0391-2017,2019-07-29
scl,S0101-28002019000100124,10.1590/2175-8239-JBN-2018-0107,2019-07-29
scl,S2238-00942019000100508,10.4025/RBHE.V19.2019.E067,2019-07-29
scl,S0037-86822018000500584,10.1590/0037-8682-0235-2018,2019-07-29
scl,S0101-28002019000100083,10.1590/2175-8239-JBN-2018-0063,2019-07-29
scl,S2238-00942019000100513,10.4025/RBHE.V19.2019.E072,2019-07-29
scl,S0037-86822018000500680,10.1590/0037-8682-0087-2018,2019-07-29
scl,S0101-28002019000100065,10.1590/2175-8239-JBN-2018-0122,2019-07-29
scl,S1678-91992019000100315,10.1590/1678-9199-JVATITD-2019-0010,2019-07-29
scl,S0037-86822018000500716,10.1590/0037-8682-0010-2018,2019-07-29
scl,S0101-28002019000100112,10.1590/2175-8239-JBN-2018-0086,2019-07-29
scl,S2238-00942019000100509,10.4025/RBHE.V19.2019.E068,2019-07-29
scl,S0037-86822018000500644,10.1590/0037-8682-0136-2018,2019-07-29
scl,S0101-28002019000100010,10.1590/2175-8239-JBN-2018-0227,2019-07-29
scl,S1679-78252019000700501,10.1590/1679-78255604,2019-07-29
scl,S0037-86822018000500591,10.1590/0037-8682-0482-2017,2019-07-29
scl,S0101-28002019000100022,10.1590/2175-8239-JBN-2018-0096,2019-07-29
scl,S2238-00942019000100506,10.4025/RBHE.V19.2019.E065,2019-07-29
scl,S0037-86822018000500700,10.1590/0037-8682-0340-2017,2019-07-29
scl,S0101-28002019000100131,10.1590/2175-8239-JBN-2018-0139,2019-07-29
scl,S2238-00942019000100502,10.4025/RBHE.V19.2019.E061,2019-07-29
scl,S0037-86822018000500683,10.1590/0037-8682-0429-2017,2019-07-29
scl,S0101-28002019000100029,10.1590/2175-8239-JBN-2018-0120,2019-07-29
scl,S2238-00942019000100511,10.4025/RBHE.V19.2019.E070,2019-07-29
scl,S0037-86822018000500705,10.1590/0037-8682-0112-2018,2019-07-29
scl,S0101-28002019000100074,10.1590/2175-8239-JBN-2018-0023,2019-07-29
scl,S2238-00942019000100503,10.4025/RBHE.V19.2019.E062,2019-07-29
scl,S0037-86822018000500709,10.1590/0037-8682-0118-2018,2019-07-29
scl,S0101-28002019000100048,10.1590/2175-8239-JBN-2018-0024,2019-07-29
scl,S2238-00942019000100504,10.4025/RBHE.V19.2019.E063,2019-07-29
scl,S0037-86822018000500616,10.1590/0037-8682-0406-2017,2019-07-29
scl,S0101-28002019000100055,10.1590/2175-8239-JBN-2018-0040,2019-07-29
scl,S2238-00942019000100505,10.4025/RBHE.V19.2019.E064,2019-07-29
scl,S0037-86822018000500651,10.1590/0037-8682-0356-2017,2019-07-29
scl,S0101-28002019000200293,10.1590/2175-8239-JBN-2018-0062,2019-07-29
scl,S2238-00942019000100507,10.4025/RBHE.V19.2019.E066,2019-07-29
scl,S0037-86822018000500720,10.1590/0037-8682-0496-2017,2019-07-29
scl,S0103-51502019000100302,10.1590/1980-5918.032.AO28,2019-07-29
scl,S2238-00942019000100500,10.4025/RBHE.V19.2019.E059,2019-07-29
scl,S0037-86822018000500695,10.1590/0037-8682-0465-2017,2019-07-29
scl,S0102-33062019000200370,10.1590/0102-33062018ABB0340,2019-07-29
scl,S2238-00942019000100501,10.4025/RBHE.V19.2019.E060,2019-07-29
scl,S0037-86822018000500596,10.1590/0037-8682-0475-2017,2019-07-29
scl,S0101-28002019000200296,10.1590/2175-8239-JBN-2018-0074,2019-07-29
scl,S1806-37132019000400900,10.1590/1806-3713/E20190113,2019-07-29
scl,S0037-86822018000500723,10.1590/0037-8682-0215-2018,2019-07-29
scl,S0101-28002019000200176,10.1590/2175-8239-JBN-2018-0101,2019-07-29
scl,S2238-00942019000100512,10.4025/RBHE.V19.2019.E071,2019-07-29
scl,S0037-86822018000500674,10.1590/0037-8682-0287-2017,2019-07-29
scl,S0101-28002019000200200,10.1590/2175-8239-JBN-2018-0067,2019-07-29
scl,S1414-32832019000100262,10.1590/INTERFACE.180613,2019-07-29
scl,S0037-86822018000500603,10.1590/0037-8682-0373-2017,2019-07-29
scl,S0102-33062019000200360,10.1590/0102-33062018ABB0330,2019-07-29
scl,S1678-69712019000400202,10.1590/1678-6971/ERAMR190182,2019-07-29
scl,S0037-86822018000500712,10.1590/0037-8682-0143-2017,2019-07-29
scl,S0101-28002019000200162,10.1590/2175-8239-JBN-2019-0064,2019-07-29
scl,S1984-70332019000200193,10.1590/1984-70332019V19N2A27,2019-07-29
scl,S0037-86822018000500670,10.1590/0037-8682-0098-2017,2019-07-29
scl,S0102-33062019000200340,10.1590/0102-33062019ABB0163,2019-07-29
scl,S1414-32832019000100261,10.1590/INTERFACE.180435,2019-07-29
scl,S0037-86822019000101504,10.1590/0037-8682-0055B-2019,2019-07-29
scl,S0102-33062019000200241,10.1590/0102-33062018ABB0316,2019-07-29
scl,S1984-70332019000200185,10.1590/1984-70332019V19N2A26,2019-07-29
scl,S0080-62342019000100450,10.1590/S1980-220X2018012703463,2019-07-29
scl,S0102-33062019000200221,10.1590/0102-33062018ABB0344,2019-07-29
scl,S1414-32832019000100260,10.1590/INTERFACE.180383,2019-07-29
scl,S0080-62342019000100451,10.1590/S1980-220X2018015903465,2019-07-29
scl,S0101-28002019000200166,10.1590/2175-8239-JBN-2018-0221,2019-07-29
scl,S1516-89132019000100603,10.1590/1678-4324-2019180450,2019-07-29
scl,S0037-86822019000100683,10.1590/0037-8682-0459-2018,2019-07-29
scl,S0102-33062019000200269,10.1590/0102-33062018ABB0386,2019-07-29
scl,S1984-70332019000200208,10.1590/1984-70332019V19N2A29,2019-07-29
scl,S0080-62342019000100452,10.1590/S1980-220X2018029303476,2019-07-29
scl,S0101-28002019000200168,10.1590/2175-8239-JBN-2019-0075,2019-07-29
scl,S2179-80872019000300405,10.1590/2179-8087.041918,2019-07-29
scl,S0037-86822019000100682,10.1590/0037-8682-0249-2018,2019-07-29
scl,S0101-28002019000200208,10.1590/2175-8239-JBN-2018-0178,2019-07-29
scl,S1518-76322019000200311,10.1590/1982-4017-190205-6218,2019-07-29
scl,S0080-62342019000100453,10.1590/S1980-220X2018003903480,2019-07-29
scl,S0102-33062019000200198,10.1590/0102-33062018ABB0323,2019-07-29
scl,S1518-76322019000200255,10.1590/1982-4017-190202-2518,2019-07-29
scl,S0080-62342019000100454,10.1590/S1980-220X2018018103482,2019-07-29
scl,S0101-28002019000200284,10.1590/2175-8239-JBN-2018-0047,2019-07-29
scl,S1414-32832019000100602,10.1590/INTERFACE.1810628,2019-07-29
scl,S0103-65642019000100217,10.1590/0103-6564E180185,2019-07-29
scl,S0102-33062019000200386,10.1590/0102-33062018ABB0343,2019-07-29
scl,S1516-89132019000100602,10.1590/1678-4324-2019160816,2019-07-29
scl,S0102-71822019000100215,10.1590/1807-0310/2019V31178671,2019-07-29
scl,S0101-28002019000200252,10.1590/2175-8239-JBN-2018-0097,2019-07-29
scl,S1678-69712019000400201,10.1590/1678-6971/ERAMR190171,2019-07-29
scl,S1413-78522019000400202,10.1590/1413-785220192704192828,2019-07-29
scl,S0102-33062019000200212,10.1590/0102-33062018ABB0339,2019-07-29
scl,S1984-70332019000200217,10.1590/1984-70332019V19N2R30,2019-07-29
scl,S1413-78522019000400230,10.1590/1413-785220192704218616,2019-07-29
scl,S0102-33062019000200292,10.1590/0102-33062019ABB0050,2019-07-29
scl,S1518-76322019000200293,10.1590/1982-4017-190204-5618,2019-07-29
scl,S1413-78522019000400197,10.1590/1413-785220192704219177,2019-07-29
scl,S0101-28002019000200300,10.1590/2175-8239-JBN-2018-0081,2019-07-29
scl,S1984-70332019000200145,10.1590/1984-70332019V19N2A21,2019-07-29
scl,S0104-40362019005008101,10.1590/S0104-40362019002701446,2019-07-29
scl,S0102-33062019000200315,10.1590/0102-33062018ABB0346,2019-07-29
scl,S1980-993X2019000400313,10.4136/AMBI-AGUA.2350,2019-07-29
scl,S0102-71822019000100218,10.1590/1807-0310/2019V31188427,2019-07-29
scl,S0101-28002019000200242,10.1590/2175-8239-JBN-2018-0098,2019-07-29
scl,S1984-70332019000200235,10.1590/1984-70332019V19N2C33,2019-07-29
scl,S1413-78522019000400223,10.1590/1413-785220192704221240,2019-07-29
scl,S0101-28002019000200193,10.1590/2175-8239-JBN-2018-0006,2019-07-29
scl,S1980-65742019000200307,10.1590/S1980-6574201900020010,2019-07-29
scl,S1413-78522019000400192,10.1590/1413-785220192704217444,2019-07-29
scl,S0102-33062019000200350,10.1590/0102-33062019ABB0166,2019-07-29
scl,S1984-70332019000200200,10.1590/1984-70332019V19N2A28,2019-07-29
scl,S1413-78522019000400207,10.1590/1413-785220192704217574,2019-07-29
scl,S0102-33062019000200254,10.1590/0102-33062018ABB0307,2019-07-29
scl,S1984-70332019000200153,10.1590/1984-70332019V19N2A22,2019-07-29
scl,S1413-78522019000400220,10.1590/1413-785220192704218467,2019-07-29
scl,S0101-28002019000200172,10.1590/2175-8239-JBN-2018-0186,2019-07-29
scl,S1984-70332019000200230,10.1590/1984-70332019V19N2C32,2019-07-29
scl,S0103-65642019000100216,10.1590/0103-6564E180121,2019-07-29
scl,S0102-33062019000200303,10.1590/0102-33062018ABB0337,2019-07-29
scl,S1984-70332019000200161,10.1590/1984-70332019V19N2A23,2019-07-29
scl,S1413-78522019000400212,10.1590/1413-785220192704187274,2019-07-29
scl,S0101-28002019000200170,10.1590/2175-8239-JBN-2018-0135,2019-07-29
scl,S1518-76322019000200339,10.1590/1982-4017-190207-7618,2019-07-29
scl,S1413-78522019000400216,10.1590/1413-785220192704188933,2019-07-29
scl,S0102-33062019000200331,10.1590/0102-33062019ABB0164,2019-07-29
scl,S1980-65742019000200306,10.1590/S1980-6574201900020013,2019-07-29
scl,S0101-28002019000200231,10.1590/2175-8239-JBN-2018-0065,2019-07-29
scl,S1518-76322019000200237,10.1590/1982-4017/190201-00-00,2019-07-29
scl,S0102-33062019000200191,10.1590/0102-33062018ABB0352,2019-07-29
scl,S1678-69712019000400901,10.1590/1678-6971/ERAMG191187,2019-07-29
scl,S0101-28002019000200224,10.1590/2175-8239-JBN-2018-0142,2019-07-29
scl,S1518-76322019000200355,10.1590/1982-4017-190208-8118,2019-07-29
scl,S0101-28002019000200266,10.1590/2175-8239-JBN-2018-0108,2019-07-29
scl,S1984-70332019000200240,10.1590/1984-70332019V19N2C34,2019-07-29
scl,S0102-33062019000200232,10.1590/0102-33062018ABB0310,2019-07-29
scl,S1518-76322019000200273,10.1590/1982-4017-190203-4418,2019-07-29
scl,S0100-06832019000100522,10.1590/18069657RBCS20180228,2019-07-29
scl,S2179-80872019000400116,10.1590/2179-8087.058017,2019-07-29
scl,S0102-33062019000200376,10.1590/0102-33062018ABB0331,2019-07-29
scl,S1984-70332019000200169,10.1590/1984-70332019V19N2A24,2019-07-29
scl,S0101-28002019000200185,10.1590/2175-8239-JBN-2018-0170,2019-07-29
scl,S1518-76322019000200325,10.1590/1982-4017-190206-6518,2019-07-29
scl,S0102-33062019000200183,10.1590/0102-33062019ABB0030,2019-07-29
scl,S1516-89132019000100501,10.1590/1678-4324-2019180188,2019-07-29
scl,S0101-28002019000200306,10.1590/1678-4685-JBN-3602ER,2019-07-29
scl,S1984-70332019000200226,10.1590/1984-70332019V19N2C31,2019-07-29
scl,S0101-28002019000200288,10.1590/2175-8239-JBN-2018-0156,2019-07-29
scl,S1678-69712019000400301,10.1590/1678-6971/ERAMG190173,2019-07-29
scl,S0101-28002019000200215,10.1590/2175-8239-JBN-2018-0134,2019-07-29
scl,S1414-32832019000100511,10.1590/INTERFACE.180466,2019-07-29
scl,S0102-33062019000200283,10.1590/0102-33062018ABB0320,2019-07-29
scl,S1516-89132019000100302,10.1590/1678-4324-2019160638,2019-07-29
scl,S0101-28002019000200275,10.1590/2175-8239-JBN-2018-0127,2019-07-29
scl,S1984-70332019000200176,10.1590/1984-70332019V19N2A25,2019-07-29
scl,S0104-530X2019000300205,10.1590/0104-530X3619-19,2019-07-30
scl,S0101-28002019005012103,10.1590/2175-8239-JBN-2018-0200,2019-07-30
scl,S1519-99402019000100801,10.1590/S1519-9940200212019,2019-07-30
scl,S0037-86822019000100327,10.1590/0037-8682-0146-2019,2019-07-30
scl,S0101-28002019005016101,10.1590/2175-8239-JBN-2018-0215,2019-07-30
scl,S1519-99402019000100802,10.1590/S1519-9940200412019,2019-07-30
scl,S0104-530X2019000300204,10.1590/0104-530X3613-19,2019-07-30
scl,S0104-59702019000200701,10.1590/S0104-59702019000200021,2019-07-30
scl,S1519-99402019000100800,10.1590/S1519-99402001012019,2019-07-30
scl,S1413-73722019000100228,10.4025/PSICOLESTUD.V24I0.45522,2019-07-30
scl,S0104-59702019000200649,10.1590/S0104-59702019000200016,2019-07-30
scl,S1519-99402019000100300,10.1590/S1519-9940200312019,2019-07-30
scl,S0104-530X2019000300201,10.1590/0104-530X-2871-19,2019-07-30
scl,S0104-59702019000200643,10.1590/S0104-59702019000200015,2019-07-30
scl,S1519-99402019000100600,10.1590/S1519-9940200612019,2019-07-30
scl,S0037-86822019000100685,10.1590/0037-8682-0135-2019,2019-07-30
scl,S0104-59702019000200623,10.1590/S0104-59702019000200014,2019-07-30
scl,S1519-99402019000100803,10.1590/S1519-9940200722019,2019-07-30
scl,S1413-73722019000100227,10.4025/PSICOLESTUD.V24I0.44238,2019-07-30
scl,S0104-59702019000200519,10.1590/S0104-59702019000200009,2019-07-30
scl,S1519-99402019000100804,10.1590/S1519-9940200822019,2019-07-30
scl,S0104-530X2019000300203,10.1590/0104-530X3162-19,2019-07-30
scl,S0104-59702019000200673,10.1590/S0104-59702019000200018,2019-07-30
scl,S1519-99402019000100601,10.1590/S1519-9940200922019,2019-07-30
scl,S0037-86822019000101505,10.1590/0037-8682-0098B-2017,2019-07-30
scl,S0104-59702019000200704,10.1590/S0104-59702019000200022,2019-07-30
scl,S1519-99402019000100200,10.1590/S1519-9940200132019,2019-07-30
scl,S0037-86822019000100684,10.1590/0037-8682-0199-2018,2019-07-30
scl,S0104-59702019000200483,10.1590/S0104-59702019000200007,2019-07-30
scl,S1519-99402019000100806,10.1590/S1519-9940200232019,2019-07-30
scl,S0104-530X2019000300202,10.1590/0104-530X3120,2019-07-30
scl,S0104-59702019000200658,10.1590/S0104-59702019000200017,2019-07-30
scl,S1519-99402019000100807,10.1590/S1519-9940200152019,2019-07-30
scl,S0037-86822019000100686,10.1590/0037-8682-0234-2019,2019-07-30
scl,S0104-59702019000200707,10.1590/S0104-59702019000200023,2019-07-30
scl,S1519-99402019000100808,10.1590/S1519-9940200252019,2019-07-30
scl,S0104-59702019000200573,10.1590/S0104-59702019000200012,2019-07-30
scl,S1676-06032019000300101,10.1590/1676-0611-BN-201900030001,2019-07-30
scl,S0104-59702019000200594,10.1590/S0104-59702019000200013,2019-07-30
scl,S1519-99402019000100400,10.1590/S1519-9940200162019,2019-07-30
scl,S0104-59702019000200537,10.1590/S0104-59702019000200010,2019-07-30
scl,S1519-99402019000100809,10.1590/S1519-9940200262019,2019-07-30
scl,S0104-59702019000200427,10.1590/S0104-59702019000200004,2019-07-30
scl,S1519-99402019000100201,10.1590/S1519-9940200362019,2019-07-30
scl,S0104-59702019000200698,10.1590/S0104-59702019000200020,2019-07-30
scl,S1516-35982019000100707,10.1590/RBZ4820170257,2019-07-30
scl,S0104-59702019000200445,10.1590/S0104-59702019000200005,2019-07-30
scl,S1984-29612019005012102,10.1590/S1984-29612019043,2019-07-30
scl,S0104-59702019000200465,10.1590/S0104-59702019000200006,2019-07-30
scl,S1981-67232019000100440,10.1590/1981-6723.18418,2019-07-30
scl,S0104-59702019000200695,10.1590/S0104-59702019000200019,2019-07-30
scl,S1516-35982019000100516,10.1590/RBZ4820180021,2019-07-30
scl,S0104-59702019000200407,10.1590/S0104-59702019000200003,2019-07-30
scl,S1981-67232019000100438,10.1590/1981-6723.19318,2019-07-30
scl,S0104-59702019000200375,10.1590/S0104-59702019000200001,2019-07-30
scl,S1676-24442019000300242,10.5935/1676-2444.20190030,2019-07-30
scl,S0104-59702019000200385,10.1590/S0104-59702019000200002,2019-07-30
scl,S2237-60892019005008104,10.1590/2237-6089-2018-0079,2019-07-30
scl,S0104-59702019000200556,10.1590/S0104-59702019000200011,2019-07-30
scl,S2237-60892019005008103,10.1590/2237-6089-2018-0056,2019-07-30
scl,S0104-59702019000200501,10.1590/S0104-59702019000200008,2019-07-30
scl,S1981-67232019000100439,10.1590/1981-6723.19818,2019-07-30
scl,S0103-636X2019000200542,10.1590/1980-4415V33N64A05,2019-07-30
scl,S1676-24442019000300246,10.5935/1676-2444.20190023,2019-07-30
scl,S0103-636X2019000200672,10.1590/1980-4415V33N64A11,2019-07-30
scl,S1981-67232019000100441,10.1590/1981-6723.18018,2019-07-30
